Precinct,Yes,No
DANV129,530,396
DANV130,319,278
DBAY101,604,477
DBAY102,461,445
DBAY103,220,285
DBAY104,430,489
DBAY105,162,167
DBAY106,500,622
DBAY107,388,381
DBAY801,57,74
DIAB101,342,279
ELCR101,870,195
ELCR102,788,263
ELCR103,532,112
ELCR104,824,250
ELCR105,602,203
ELCR106,487,124
ELCR107,489,159
ELCR108,622,173
ELCR109,790,189
ELCR110,774,188
ELCR111,635,131
ELCR112,565,98
ELCR113,941,193
ELCR114,510,108
ELCR115,451,80
ELSO101,504,229
ELSO102,617,187
ELSO103,362,167
ELSO104,479,190
ELSO105,567,280
ELSO106,518,147
ELSO107,250,85
ELSO801,2,0
ELSO802,97,49
ELSO803,6,8
ERIC101,744,199
ERIC102,809,188
ERIC103,309,60
ERIC801,33,6
FAIR801,0,1
GIAN101,367,140
GIAN102,272,134
GIAN103,424,234
GIAN104,518,244
GIAN105,340,114
HERC101,636,308
HERC102,712,290
HERC103,370,109
HERC104,447,237
HERC105,316,169
HERC106,450,210
HERC107,569,191
HERC108,398,205
HERC109,557,196
HERC110,370,191
HERC111,387,220
HERC113,575,253
HERC114,447,139
KENS101,489,96
KENS102,597,137
KENS103,957,145
KENS104,764,134
KENS801,1,0
KENS802,1,0
KNGT101,267,317
KNGT801,15,19
KNGT802,3,3
KNGT803,43,25
KNGT804,35,26
LAST801,21,23
LFET101,624,328
LFET102,504,250
LFET103,450,261
LFET104,543,270
LFET105,494,222
LFET106,454,207
LFET107,712,289
LFET108,764,272
LFET109,817,307
LFET110,409,199
LFET111,506,250
LFET112,220,117
LFET113,518,262
LFET114,516,225
LFET115,448,220
LFET116,649,336
LFET117,781,316
MARC801,74,83
MARC802,10,10
MARC803,13,7
MART101,302,151
MART103,196,109
MART104,520,269
MART106,263,107
MART107,438,297
MART108,448,316
MART109,444,243
MART110,298,186
MART111,606,414
MART112,369,236
MART114,278,173
MART115,362,232
MART116,233,141
MART117,260,189
MART118,371,241
MART120,509,269
MART125,361,146
MART126 0,213,131
MART801,1,0
MART802,86,80
MART803,28,23
MART804,92,44
MART805,72,39
MART806 0,72,21
MART807 0,44,17
MART808 0,93,39
MART809 0,5,2
MART810 0,61,26
MART811 0,81,25
MART812 0,23,3
MART813 0,84,26
MART814 0,4,2
MART815 0,49,40
MART816 0,25,6
MART817 0,22,13
MART818 0,96,50
MART819 0,12,14
MART820 0,63,20
MART821 0,80,58
MART822 0,112,47
MART823 0,15,7
MART824 0,14,6
MART825 0,8,11
MART826 0,63,72
MART827 0,0,0
MART828 0,19,6
MART829 0,2,2
MART830 0,120,29
MART831 0,166,63
MART832 0,148,83
MART833 0,151,49
MART834 0,177,116
MART835 0,153,69
MART836 0,141,83
MART837 0,94,22
MART838 0,48,24
MART839 0,130,98
MART840 0,135,56
MART841 0,171,87
MART842 0,131,107
MART843 0,114,90
MART844 0,146,101
MART845 0,6,3
MART846 0,231,116
MART847 0,205,95
MART848 0,84,48
MART849 0,118,83
MART850 0,206,118
MDIA101,193,131
MDIA801,4,2
MDIA802,3,1
MORG101,798,417
MORG102,544,204
MORG103,678,337
MORG104,755,393
MORG105,699,370
MORG106,679,371
MORG107,790,433
MORG108,512,294
MVIE101,262,141
MVIE102,311,167
MVIE801 0,0,0
MVIE802 0,6,0
NCYN101,235,198
NICH801,2,3
NRIC101,444,97
NRTV801,3,4
NRTV802,5,5
OKLY101,355,217
OKLY102,373,272
OKLY103,406,268
OKLY104,651,313
OKLY105,391,243
OKLY106,424,347
OKLY107,253,156
OKLY108,276,222
OKLY109,301,169
OKLY110,342,296
OKLY111,252,238
OKLY112,264,215
OKLY113,579,379
OKLY114,406,363
OKLY115,370,238
OKLY116,453,334
OKLY117,321,186
OKLY118,216,143
OKLY119,249,154
OKLY801,1,2
OLEU801,3,5
OLEU802,5,7
ORDA101,902,387
ORDA102,370,211
ORDA103,549,273
ORDA104,343,156
ORDA105,689,286
ORDA106,770,320
ORDA107,789,318
ORDA108,710,358
ORDA109,485,238
ORDA110,249,130
ORDA111,791,322
ORDA112,579,245
ORDA113,250,106
ORDA801,3,0
PACH101,573,321
PACH102,342,146
PACH801,0,3
PACH802,42,41
PACH803,0,2
PINL102,409,175
PINL103,481,152
PINL104,344,159
PINL105,540,175
PINL106,354,204
PINL107,351,151
PINL108,520,206
PINL109,350,122
PINL110,565,266
PINL111,497,259
PINL112,525,309
PINL801,8,7
PINL802,110,57
PINL803,39,17
PLHL101,487,207
PLHL102,391,163
PLHL103,373,215
PLHL104,721,395
PLHL105,433,236
PLHL106,606,345
PLHL107,564,326
PLHL108,622,330
PLHL109,598,243
PLHL110,479,316
PLHL111,518,316
PLHL112,421,206
PLHL113,587,256
PLHL114,614,344
PLHL115,659,273
PLHL116,445,236
PLHL117,505,215
PLHL118,480,185
PLHL119,488,209
PRCO801,78,37
PTTS101,491,203
PTTS102,346,183
PTTS103,347,166
PTTS104,448,167
PTTS105,200,81
PTTS106,383,177
PTTS107,415,253
PTTS108,500,106
PTTS109,377,111
PTTS110,370,135
PTTS111,363,180
PTTS112,333,157
PTTS113,328,117
PTTS114,413,206
PTTS115,476,171
PTTS116,335,118
PTTS117,260,169
PTTS118,337,184
PTTS119,309,147
PTTS120,286,129
PTTS121,296,98
PTTS122,293,99
PTTS123,237,78
PTTS124,251,90
PTTS125,447,114
PTTS126,369,102
PTTS127,299,90
PTTS128,429,159
PTTS129,603,165
PTTS130,336,95
PTTS131,358,149
PTTS132,474,217
PTTS133,330,121
PTTS134,333,132
PTTS135,301,105
PTTS801,4,0
PTTS802,0,0
RICH101,643,181
RICH102,416,96
RICH103,487,200
RICH104,773,185
RICH105,850,233
RICH106,635,132
RICH107,148,41
RICH108,596,141
RICH109,293,62
RICH110,392,92
RICH111,288,68
RICH112,429,84
RICH113,558,115
RICH114,494,102
RICH115,443,84
RICH116,241,45
RICH117,401,61
RICH118,470,80
RICH119,342,75
RICH120,290,58
RICH121,155,34
RICH122,684,183
RICH123,722,166
RICH124,413,110
RICH125,436,134
RICH126,368,153
RICH127,408,93
RICH128,511,118
RICH129,325,86
RICH130,378,72
RICH131,371,110
RICH132,401,196
RICH133,390,132
RICH134,328,72
RICH135,391,69
RICH136,308,86
RICH137,461,141
RICH138,280,167
RICH139,667,267
RICH140,257,130
RICH141,387,202
RICH142,668,317
RICH143,729,182
RICH144,615,170
RICH145,770,191
RICH146,146,37
RICH147,355,49
RICH148,106,27
RICH149,246,38
RICH150,261,65
RICH151,307,98
RICH152,288,87
RICH153,288,48
RICH154,415,73
RICH155,368,107
RICH156,269,143
RICH801,16,5
RICH802,25,10
RICH803,101,59
RICH804,94,36
RICH805,69,13
RICH806,82,45
RICH807,0,0
RODO101,382,210
RODO102,471,228
RODO103,513,266
RODO104,451,182
ROLL101,498,140
SARA101,341,131
SARA102,658,218
SARA103,650,226
SARA105,347,163
SARA106,437,210
SARA801,0,2
SARA802,116,46
SHEL101,103,57
SHEL102,251,112
SPAB101,660,179
SPAB102,273,80
SPAB103,323,103
SPAB104,442,92
SPAB105,311,82
SPAB106,641,144
SPAB107,465,154
SPAB108,370,121
SPAB109,344,89
SPAB110,447,152
SRAM101,405,221
SRAM102,518,291
SRAM103,442,330
SRAM104,452,310
SRAM105,388,199
SRAM106,436,345
SRAM107,467,304
SRAM108,487,311
SRAM109,478,282
SRAM110,422,308
SRAM111,639,360
SRAM112,494,354
SRAM113,422,295
SRAM114,296,263
SRAM115,521,340
SRAM116,427,275
SRAM117,625,399
SRAM118,368,216
SRAM119,324,224
SRAM120,448,342
SRAM121,222,173
SRAM122,363,282
SRAM123,503,305
SRAM124,303,121
SRAM125,389,258
SRAM126,395,220
SRAM127,204,92
SRAM128,571,309
SRAM129,306,215
SRAM130,341,221
SRAM131,326,182
SRAM132,416,243
SRAM133,457,309
SRAM134,339,228
SRAM135,324,160
SRAM136,292,205
SRAM137,400,308
SRAM138,306,200
SRAM139,268,204
SRAM140,312,199
SRAM141,353,235
SRAM142,330,138
SRAM801,0,0
STMY801,88,40
TASJ101,112,120
TASJ801,0,1
TASJ802,59,63
TASJ803,11,24
TASJ804,50,38
TESO801,0,0
VIER801,8,3
VINE101,447,267
VINE102,234,145
VINE801,55,46
VINE802,51,29
VINE803 0,10,12
WALD101,453,199
WALD102,808,292
WALD103,436,158
WALD801,54,27
WLCR101,880,301
WLCR102,606,331
WLCR103,1006,416
WLCR104,215,94
WLCR105,540,307
WLCR106,846,324
WLCR107,230,97
WLCR108,320,146
WLCR109,253,123
WLCR110,542,287
WLCR111,584,301
WLCR112,467,234
WLCR113,592,240
WLCR114,217,94
WLCR115,335,191
WLCR116,318,167
WLCR117,654,403
WLCR118,248,151
WLCR119,572,311
WLCR120,732,244
WLCR121,717,242
WLCR122,416,193
WLCR123,584,155
WLCR124,400,130
WLCR125,569,298
WLCR126,725,221
WLCR127,606,220
WLCR129,748,241
WLCR130,350,251
WLCR131,455,209
WLCR132,456,294
WLCR133,598,247
WLCR134,473,295
WLCR135,686,281
WLCR136,269,113
WLCR137,744,314
WLCR138,469,317
WLCR139,496,293
WLCR140,520,325
WLCR141,552,343
WLCR142,636,306
WLCR143,507,226
WLCR144,536,208
WLCR801,126,65
WLCR802,2,0
WLCR803,38,19
WLCR804,133,49
WLCR805,0,0
WLKN101,567,308
WLKN102,418,206
WLKN103,345,166
WLKN801,92,51
CALD801,8,1
CONC135,379,349
