Precinct,Yes,No
MART840 0,124,18
MART841 0,148,26
MART842 0,123,42
MART843 0,109,40
MART844 0,114,37
MART845 0,6,3
MART846 0,190,47
MART847 0,170,38
MART848 0,68,19
MART849 0,102,23
MART850 0,198,34
MDIA101,186,41
MDIA801,5,0
MDIA802,3,1
MORG101,682,133
MORG102,388,96
MORG103,542,88
MORG104,614,141
MORG105,575,110
MORG106,561,109
MORG107,633,118
MORG108,392,72
MVIE101,208,98
MVIE102,238,90
MVIE801 0,0,0
MVIE802 0,4,1
NCYN101,252,69
NICH801,5,0
NRIC101,329,125
NRTV801,3,2
NRTV802,8,2
OKLY101,303,152
OKLY102,321,157
OKLY103,345,156
OKLY104,547,180
OKLY105,337,149
OKLY106,374,197
OKLY107,232,94
OKLY108,270,117
OKLY109,260,119
OKLY110,309,173
OKLY111,223,139
OKLY112,220,121
OKLY113,488,204
OKLY114,354,193
OKLY115,307,150
OKLY116,421,188
OKLY117,271,118
OKLY118,193,78
OKLY119,201,84
OKLY801,0,3
OLEU801,1,0
OLEU802,7,4
ORDA101,665,119
ORDA102,329,47
ORDA103,457,93
ORDA104,239,43
ORDA105,528,79
ORDA106,555,108
ORDA107,561,100
ORDA108,553,101
ORDA109,373,54
ORDA110,200,37
ORDA111,628,98
ORDA112,434,85
ORDA113,186,26
ORDA801,3,0
PACH101,489,160
PACH102,288,94
PACH801,0,3
PACH802,47,15
PACH803,0,2
PINL102,333,102
PINL103,389,89
PINL104,277,74
PINL105,429,102
PINL106,352,75
PINL107,299,69
PINL108,432,112
PINL109,276,60
PINL110,451,128
PINL111,446,113
PINL112,452,140
PINL801,8,5
PINL802,90,22
PINL803,29,3
PLHL101,401,101
PLHL102,288,88
PLHL103,322,92
PLHL104,626,137
PLHL105,380,96
PLHL106,473,105
PLHL107,467,96
PLHL108,509,137
PLHL109,476,92
PLHL110,459,111
PLHL111,413,122
PLHL112,311,80
PLHL113,444,118
PLHL114,504,143
PLHL115,529,120
PLHL116,369,84
PLHL117,449,102
PLHL118,385,87
PLHL119,425,95
PRCO801,59,20
PTTS101,418,130
PTTS102,341,73
PTTS103,313,76
PTTS104,379,90
PTTS105,183,48
PTTS106,315,107
PTTS107,380,132
PTTS108,367,100
PTTS109,319,83
PTTS110,321,91
PTTS111,289,130
PTTS112,279,98
PTTS113,273,80
PTTS114,362,126
PTTS115,395,113
PTTS116,263,85
PTTS117,239,65
PTTS118,316,87
PTTS119,265,86
PTTS120,234,76
PTTS121,222,91
PTTS122,249,73
PTTS123,208,61
PTTS124,200,73
PTTS125,371,92
PTTS126,286,84
PTTS127,240,64
PTTS128,384,109
PTTS129,471,136
PTTS130,261,97
PTTS131,320,96
PTTS132,427,110
PTTS133,265,62
PTTS134,266,85
PTTS135,224,76
PTTS801,2,0
PTTS802,0,0
RICH101,454,63
RICH102,304,40
RICH103,403,46
RICH104,564,67
RICH105,679,65
RICH106,432,119
RICH107,100,39
RICH108,442,55
RICH109,215,68
RICH110,289,47
RICH111,214,55
RICH112,290,95
RICH113,370,139
RICH114,339,133
RICH115,311,98
RICH116,179,48
RICH117,268,103
RICH118,315,91
RICH119,251,87
RICH120,200,84
RICH121,122,26
RICH122,503,106
RICH123,555,97
RICH124,282,63
RICH125,366,70
RICH126,313,65
RICH127,288,94
RICH128,408,70
RICH129,251,85
RICH130,263,94
RICH131,302,90
RICH132,358,69
RICH133,328,67
RICH134,234,75
RICH135,279,76
RICH136,270,63
RICH137,367,94
RICH138,260,46
RICH139,560,130
RICH140,225,51
RICH141,341,73
RICH142,559,106
RICH143,573,113
RICH144,479,80
RICH145,586,65
RICH146,115,37
RICH147,239,75
RICH148,68,28
RICH149,166,65
RICH150,217,49
RICH151,241,64
RICH152,237,59
RICH153,214,57
RICH154,296,78
RICH155,309,73
RICH156,217,48
RICH801,16,5
RICH802,25,2
RICH803,88,29
RICH804,73,21
RICH805,56,4
RICH806,81,13
RICH807,0,0
RODO101,371,105
RODO102,408,121
RODO103,462,151
RODO104,362,116
ROLL101,407,95
SARA101,279,45
SARA102,519,74
SARA103,490,79
SARA105,275,61
SARA106,388,82
SARA801,2,0
SARA802,79,21
SHEL101,86,23
SHEL102,203,29
SPAB101,517,178
SPAB102,234,67
SPAB103,263,81
SPAB104,347,76
SPAB105,230,54
SPAB106,496,108
SPAB107,387,110
SPAB108,332,75
SPAB109,296,70
SPAB110,381,113
SRAM101,345,94
SRAM102,450,98
SRAM103,408,105
SRAM104,372,124
SRAM105,321,74
SRAM106,430,124
SRAM107,408,121
SRAM108,481,100
SRAM109,426,105
SRAM110,388,111
SRAM111,556,142
SRAM112,418,135
SRAM113,361,100
SRAM114,313,88
SRAM115,458,136
SRAM116,377,127
SRAM117,502,116
SRAM118,336,73
SRAM119,313,59
SRAM120,396,157
SRAM121,208,66
SRAM122,362,102
SRAM123,493,110
SRAM124,253,64
SRAM125,338,104
SRAM126,342,89
SRAM127,196,37
SRAM128,531,124
SRAM129,253,69
SRAM130,330,83
SRAM131,340,47
SRAM132,336,101
SRAM133,432,82
SRAM134,336,73
SRAM135,314,42
SRAM136,276,78
SRAM137,431,99
SRAM138,301,63
SRAM139,269,67
SRAM140,318,66
SRAM141,306,107
SRAM142,283,64
SRAM801,0,0
STMY801,50,15
TASJ101,110,51
TASJ801,0,1
TASJ802,51,28
TASJ803,11,13
TASJ804,60,7
TESO801,0,0
VIER801,3,3
VINE101,412,139
VINE102,202,101
VINE801,49,29
VINE802,36,20
VINE803 0,9,4
WALD101,372,80
WALD102,684,124
WALD103,386,48
WALD801,50,11
WLCR101,667,104
WLCR102,528,79
WLCR103,813,96
WLCR104,170,27
WLCR105,481,83
WLCR106,624,128
WLCR107,174,35
WLCR108,252,39
WLCR109,201,54
WLCR110,462,104
WLCR111,462,129
WLCR112,373,103
WLCR113,492,72
WLCR114,164,32
WLCR115,271,52
WLCR116,266,69
WLCR117,548,152
WLCR118,219,46
WLCR119,496,113
WLCR120,578,90
WLCR121,533,98
WLCR122,317,62
WLCR123,459,78
WLCR124,295,61
WLCR125,464,110
WLCR126,508,104
WLCR127,491,68
WLCR129,559,88
WLCR130,314,72
WLCR131,369,72
WLCR132,403,107
WLCR133,459,105
WLCR134,413,91
WLCR135,564,92
WLCR136,195,42
WLCR137,542,98
WLCR138,427,112
WLCR139,395,124
WLCR140,462,100
WLCR141,465,92
WLCR142,542,95
WLCR143,440,66
WLCR144,419,75
WLCR801,112,29
WLCR802,2,0
WLCR803,30,9
WLCR804,101,30
WLCR805,0,0
WLKN101,450,120
WLKN102,313,86
WLKN103,299,49
WLKN801,71,22
CALD801,5,0
CONC135,332,133
