Precinct,Yes,No
CONC149,339,130
CONC150,405,128
CONC151,173,74
CONC152,344,123
CONC153,343,104
CONC154,246,90
CONC155,276,89
CONC156,335,138
CONC157,283,121
CONC158,347,134
CONC159,402,150
CONC160,265,109
CONC161,348,125
CONC163,282,105
CONC164,385,126
CONC165,259,93
CONC801,16,1
CONC802,4,2
CONC803,0,0
CONC804,14,2
CROC101,509,213
CROC102,252,114
CROC801,0,0
DANV101,228,118
DANV102,188,64
DANV103,372,112
DANV104,460,148
DANV105,481,142
DANV106,385,169
DANV107,515,150
DANV108,479,164
DANV109,277,91
DANV110,181,65
DANV111,259,72
DANV112,419,164
DANV113,321,82
DANV114,429,135
DANV115,323,128
DANV116,263,77
DANV117,390,116
DANV118,403,95
DANV119,601,184
DANV120,426,165
DANV121,278,89
DANV122,311,130
DANV123,319,116
DANV124,250,87
DANV125,175,56
DANV126,551,177
DANV127,308,108
DANV128,242,108
DANV129,450,159
DANV130,333,105
DBAY101,503,286
DBAY102,393,258
DBAY103,198,119
DBAY104,359,268
DBAY105,146,96
DBAY106,482,280
DBAY107,320,212
DBAY801,49,40
DIAB101,250,133
ELCR101,590,116
ELCR102,556,122
ELCR103,344,101
ELCR104,647,94
ELCR105,438,79
ELCR106,346,61
ELCR107,349,79
ELCR108,423,72
ELCR109,534,107
ELCR110,534,91
ELCR111,460,78
ELCR112,376,76
ELCR113,638,91
ELCR114,374,64
ELCR115,288,70
ELSO101,352,158
ELSO102,448,141
ELSO103,272,102
ELSO104,353,109
ELSO105,441,194
ELSO106,382,104
ELSO107,184,69
ELSO801,0,0
ELSO802,69,24
ELSO803,4,6
ERIC101,501,118
ERIC102,563,123
ERIC103,198,60
ERIC801,19,4
FAIR801,1,0
GIAN101,305,117
GIAN102,232,90
GIAN103,326,182
GIAN104,417,156
GIAN105,263,105
HERC101,511,179
HERC102,524,205
HERC103,279,102
HERC104,378,129
HERC105,257,94
HERC106,359,126
HERC107,397,141
HERC108,329,136
HERC109,432,132
HERC110,301,143
HERC111,364,98
HERC113,497,128
HERC114,330,125
KENS101,339,56
KENS102,423,51
KENS103,618,72
KENS104,519,58
KENS801,0,0
KENS802,0,0
KNGT101,188,198
KNGT801,18,7
KNGT802,0,1
KNGT803,30,24
KNGT804,32,14
LAST801,10,10
LFET101,471,104
LFET102,336,104
LFET103,373,65
LFET104,412,90
LFET105,389,78
LFET106,346,102
LFET107,542,117
LFET108,559,121
LFET109,598,126
LFET110,343,75
LFET111,387,106
LFET112,171,48
LFET113,412,87
LFET114,370,86
LFET115,338,78
LFET116,482,120
LFET117,535,140
MARC801,73,47
MARC802,6,5
MARC803,7,7
MART101,226,75
MART103,153,55
MART104,425,134
MART106,185,65
MART107,390,157
MART108,379,139
MART109,372,107
MART110,242,89
MART111,525,180
MART112,342,92
MART114,236,96
MART115,281,123
MART116,182,72
MART117,195,77
MART118,299,119
MART120,414,115
MART125,290,106
MART126 0,179,70
MART801,1,0
MART802,79,26
MART803,19,12
MART804,72,19
MART805,57,17
MART806 0,50,21
MART807 0,37,11
MART808 0,62,21
MART809 0,7,0
MART810 0,38,13
MART811 0,60,23
MART812 0,15,5
MART813 0,62,24
MART814 0,3,1
MART815 0,47,24
MART816 0,16,7
MART817 0,24,8
MART818 0,76,39
MART819 0,11,8
MART820 0,55,11
MART821 0,64,27
MART822 0,66,33
MART823 0,14,5
MART824 0,9,3
MART825 0,8,5
MART826 0,57,36
MART827 0,0,0
MART828 0,15,2
MART829 0,3,0
MART830 0,75,30
MART831 0,111,46
MART832 0,115,34
MART833 0,101,42
MART834 0,138,65
MART835 0,122,39
MART836 0,109,35
MART837 0,69,22
MART838 0,44,11
MART839 0,107,47
MART840 0,117,23
MART841 0,137,35
MART842 0,103,65
MART843 0,106,43
MART844 0,117,33
MART845 0,5,4
MART846 0,182,56
MART847 0,175,37
MART848 0,69,19
MART849 0,93,29
MART850 0,187,47
MDIA101,172,55
MDIA801,5,0
MDIA802,3,1
MORG101,656,160
MORG102,382,106
MORG103,534,101
MORG104,604,157
MORG105,534,146
MORG106,550,132
MORG107,615,144
MORG108,382,89
MVIE101,199,116
MVIE102,225,111
MVIE801 0,0,0
MVIE802 0,4,1
NCYN101,242,90
NICH801,1,3
NRIC101,303,158
NRTV801,3,2
NRTV802,2,7
OKLY101,288,156
OKLY102,306,174
OKLY103,304,201
OKLY104,483,255
OKLY105,313,174
OKLY106,354,221
OKLY107,219,98
OKLY108,237,149
OKLY109,231,149
OKLY110,286,202
OKLY111,212,153
OKLY112,200,152
OKLY113,467,239
OKLY114,333,212
OKLY115,302,164
OKLY116,403,211
OKLY117,245,143
OKLY118,183,89
OKLY119,188,102
OKLY801,0,3
OLEU801,1,0
OLEU802,6,5
ORDA101,628,161
ORDA102,311,67
ORDA103,440,110
ORDA104,237,41
ORDA105,495,104
ORDA106,547,124
ORDA107,562,107
ORDA108,545,114
ORDA109,355,70
ORDA110,196,40
ORDA111,604,126
ORDA112,419,97
ORDA113,178,28
ORDA801,3,0
PACH101,464,188
PACH102,249,131
PACH801,0,3
PACH802,45,15
PACH803,1,1
PINL102,328,109
PINL103,349,132
PINL104,242,98
PINL105,398,140
PINL106,327,99
PINL107,271,96
PINL108,407,137
PINL109,260,82
PINL110,419,163
PINL111,424,138
PINL112,437,159
PINL801,7,6
PINL802,84,32
PINL803,26,6
PLHL101,377,123
PLHL102,279,99
PLHL103,299,115
PLHL104,591,167
PLHL105,364,109
PLHL106,437,145
PLHL107,448,125
PLHL108,490,161
PLHL109,438,126
PLHL110,436,136
PLHL111,404,143
PLHL112,309,85
PLHL113,401,147
PLHL114,495,150
PLHL115,502,150
PLHL116,348,106
PLHL117,402,150
PLHL118,361,111
PLHL119,387,132
PRCO801,44,33
PTTS101,396,154
PTTS102,304,107
PTTS103,296,92
PTTS104,356,113
PTTS105,177,54
PTTS106,313,120
PTTS107,356,162
PTTS108,328,147
PTTS109,277,124
PTTS110,288,134
PTTS111,279,144
PTTS112,253,122
PTTS113,258,103
PTTS114,346,144
PTTS115,372,150
PTTS116,231,121
PTTS117,224,78
PTTS118,291,117
PTTS119,246,108
PTTS120,196,120
PTTS121,204,111
PTTS122,228,102
PTTS123,186,86
PTTS124,180,88
PTTS125,323,148
PTTS126,250,122
PTTS127,205,94
PTTS128,351,142
PTTS129,423,181
PTTS130,248,116
PTTS131,290,127
PTTS132,397,143
PTTS133,244,96
PTTS134,252,110
PTTS135,213,88
PTTS801,2,0
PTTS802,0,0
RICH101,428,92
RICH102,287,52
RICH103,382,60
RICH104,511,122
RICH105,620,115
RICH106,408,146
RICH107,101,42
RICH108,418,67
RICH109,198,84
RICH110,275,70
RICH111,198,74
RICH112,272,118
RICH113,339,178
RICH114,303,182
RICH115,269,149
RICH116,157,72
RICH117,252,122
RICH118,298,109
RICH119,229,114
RICH120,193,98
RICH121,122,28
RICH122,480,136
RICH123,515,138
RICH124,258,88
RICH125,328,106
RICH126,278,103
RICH127,279,109
RICH128,369,114
RICH129,244,96
RICH130,246,118
RICH131,283,115
RICH132,328,108
RICH133,299,97
RICH134,229,85
RICH135,253,107
RICH136,244,92
RICH137,338,125
RICH138,245,62
RICH139,513,176
RICH140,214,63
RICH141,330,90
RICH142,538,129
RICH143,512,173
RICH144,460,104
RICH145,552,92
RICH146,100,52
RICH147,207,111
RICH148,65,35
RICH149,154,82
RICH150,201,71
RICH151,227,79
RICH152,217,79
RICH153,202,74
RICH154,274,106
RICH155,288,97
RICH156,204,66
RICH801,11,10
RICH802,23,3
RICH803,88,32
RICH804,68,27
RICH805,55,6
RICH806,74,22
RICH807,0,0
RODO101,331,145
RODO102,374,156
RODO103,425,195
RODO104,327,150
ROLL101,378,132
SARA101,280,45
SARA102,477,111
SARA103,464,100
SARA105,264,78
SARA106,362,106
SARA801,2,0
SARA802,77,25
SHEL101,85,24
SHEL102,190,42
SPAB101,497,216
SPAB102,210,88
SPAB103,256,95
SPAB104,338,96
SPAB105,220,66
SPAB106,463,144
SPAB107,351,147
SPAB108,297,120
SPAB109,259,108
SPAB110,362,136
SRAM101,325,109
SRAM102,424,132
SRAM103,402,112
SRAM104,368,134
SRAM105,313,89
SRAM106,423,129
SRAM107,372,152
SRAM108,467,116
SRAM109,415,123
SRAM110,362,142
SRAM111,529,171
SRAM112,403,156
SRAM113,345,114
SRAM114,294,102
SRAM115,440,164
SRAM116,361,144
SRAM117,500,132
SRAM118,312,96
SRAM119,287,88
SRAM120,391,176
SRAM121,201,75
SRAM122,353,119
SRAM123,451,159
SRAM124,219,100
SRAM125,320,122
SRAM126,335,101
SRAM127,177,56
SRAM128,494,160
SRAM129,250,71
SRAM130,306,105
SRAM131,322,70
SRAM132,314,128
SRAM133,406,112
SRAM134,319,94
SRAM135,292,69
SRAM136,268,91
SRAM137,401,139
SRAM138,271,92
SRAM139,261,81
SRAM140,296,102
SRAM141,287,127
SRAM142,277,77
SRAM801,0,0
STMY801,43,23
TASJ101,116,50
TASJ801,0,1
TASJ802,51,30
TASJ803,10,14
TASJ804,61,6
TESO801,0,0
VIER801,3,3
VINE101,359,192
VINE102,194,114
VINE801,49,29
VINE802,36,20
VINE803 0,6,6
WALD101,359,98
WALD102,644,169
WALD103,370,70
WALD801,49,16
WLCR101,652,114
WLCR102,511,105
WLCR103,783,128
WLCR104,176,28
WLCR105,455,106
WLCR106,585,164
WLCR107,156,54
WLCR108,244,57
WLCR109,190,65
WLCR110,445,127
WLCR111,436,156
WLCR112,355,125
WLCR113,473,89
WLCR114,162,41
WLCR115,267,58
WLCR116,249,84
WLCR117,525,166
WLCR118,215,55
WLCR119,481,128
WLCR120,565,106
WLCR121,501,117
WLCR122,304,74
WLCR123,421,109
WLCR124,281,79
WLCR125,441,138
WLCR126,482,129
WLCR127,460,93
WLCR129,532,120
WLCR130,315,74
WLCR131,354,86
WLCR132,388,137
WLCR133,446,132
WLCR134,412,95
WLCR135,532,118
WLCR136,188,52
WLCR137,505,142
WLCR138,407,134
WLCR139,393,129
WLCR140,454,106
WLCR141,448,116
WLCR142,522,112
WLCR143,414,95
WLCR144,405,89
WLCR801,108,33
WLCR802,2,0
WLCR803,31,9
WLCR804,101,32
WLCR805,0,0
WLKN101,455,124
WLKN102,295,99
WLKN103,292,63
WLKN801,64,28
CALD801,5,0
CONC135,315,155
